source_id,source_name,target_id,target_name,relation_type,evidence,source_paper_id,source_paper
ent_eda93661,re-encoding efficiency,,Finding,IS_A,,,
ent_ee513e52,NYTClustering,ent_f0f7d7fa,location and topic,CONTAINS_ANNOTATIONS_FOR,"NYTClustering There are no further modifications to this dataset since it already contains two sets of annotations, one for location and one for topic.",,paper_5
ent_ee513e52,NYTClustering,,Dataset,IS_A,,,
ent_efca1d5a,8000 training samples and 2717 testing samples,,Concept,IS_A,,,
ent_f0f7d7fa,location and topic,,Finding,IS_A,,,
ent_f653e11e,TACRED,ent_8354b322,106k sentences,CONTAINS_OVER,TACRED contains over 106k sentences with hand-annotated subject and object entities as well as the relations between them.,,paper_4
ent_f653e11e,TACRED,,Dataset,IS_A,,,
ent_f954a5e1,activation of irrelevant words,,Concept,IS_A,,,
ent_f9a041ed,embed-via-answering idea,,Concept,IS_A,,,
ent_fba8a992,avg-gen & 1st-gen & last-gen,,Concept,IS_A,,,
ent_fe7250a3,encoding the entire corpus w.r.t. each user query,,Concept,IS_A,,,
